id,event_id,issue,date,pdf,html
enb12624e,2015-ADP-2-8,624,2015-02-12,http://www.iisd.ca/download/pdf/enb12624e.pdf,http://www.iisd.ca/vol12/enb12624e.html
enb12625e,2015-ADP-2-8,625,2015-02-13,http://www.iisd.ca/download/pdf/enb12625e.pdf,http://www.iisd.ca/vol12/enb12625e.html
enb12626e,2015-ADP-2-8,626,2015-02-13,http://www.iisd.ca/download/pdf/enb12626e.pdf,http://www.iisd.ca/vol12/enb12626e.html
enb12627e,2015-IPCC-41,627,2015-02-27,http://www.iisd.ca/download/pdf/enb12627e.pdf,http://www.iisd.ca/vol12/enb12627e.html
enb12628e,2015-SB-42,628,2015-06-01,http://www.iisd.ca/download/pdf/enb12628e.pdf,http://www.iisd.ca/vol12/enb12628e.html
enb12629e,2015-SB-42,629,2015-06-02,http://www.iisd.ca/download/pdf/enb12629e.pdf,http://www.iisd.ca/vol12/enb12629e.html
enb12630e,2015-SB-42,630,2015-06-03,http://www.iisd.ca/download/pdf/enb12630e.pdf,http://www.iisd.ca/vol12/enb12630e.html
enb12631e,2015-SB-42,631,2015-06-04,http://www.iisd.ca/download/pdf/enb12631e.pdf,http://www.iisd.ca/vol12/enb12631e.html
enb12632e,2015-SB-42,632,2015-06-05,http://www.iisd.ca/download/pdf/enb12632e.pdf,http://www.iisd.ca/vol12/enb12632e.html
enb12633e,2015-SB-42,633,2015-06-06,http://www.iisd.ca/download/pdf/enb12633e.pdf,http://www.iisd.ca/vol12/enb12633e.html
enb12634e,2015-SB-42,634,2015-06-08,http://www.iisd.ca/download/pdf/enb12634e.pdf,http://www.iisd.ca/vol12/enb12634e.html
enb12635e,2015-SB-42,635,2015-06-09,http://www.iisd.ca/download/pdf/enb12635e.pdf,http://www.iisd.ca/vol12/enb12635e.html
enb12636e,2015-SB-42,636,2015-06-10,http://www.iisd.ca/download/pdf/enb12636e.pdf,http://www.iisd.ca/vol12/enb12636e.html
enb12637e,2015-SB-42,637,2015-06-11,http://www.iisd.ca/download/pdf/enb12637e.pdf,http://www.iisd.ca/vol12/enb12637e.html
enb12638e,2015-SB-42,638,2015-06-11,http://www.iisd.ca/download/pdf/enb12638e.pdf,http://www.iisd.ca/vol12/enb12638e.html
enb12639e,2015-ADP-2-10,639,2015-08-31,http://www.iisd.ca/download/pdf/enb12639e.pdf,http://www.iisd.ca/vol12/enb12639e.html
enb12640e,2015-ADP-2-10,640,2015-09-01,http://www.iisd.ca/download/pdf/enb12640e.pdf,http://www.iisd.ca/vol12/enb12640e.html
enb12641e,2015-ADP-2-10,641,2015-09-02,http://www.iisd.ca/download/pdf/enb12641e.pdf,http://www.iisd.ca/vol12/enb12641e.html
enb12642e,2015-ADP-2-10,642,2015-09-03,http://www.iisd.ca/download/pdf/enb12642e.pdf,http://www.iisd.ca/vol12/enb12642e.html
enb12643e,2015-ADP-2-10,643,2015-09-04,http://www.iisd.ca/download/pdf/enb12643e.pdf,http://www.iisd.ca/vol12/enb12643e.html
enb12644e,2015-ADP-2-10,644,2015-09-04,http://www.iisd.ca/download/pdf/enb12644e.pdf,http://www.iisd.ca/vol12/enb12644e.html
enb12645e,2015-IPCC-42,645,2015-10-08,http://www.iisd.ca/download/pdf/enb12645e.pdf,http://www.iisd.ca/vol12/enb12645e.html
enb12646e,2015-ADP-2-11,646,2015-10-19,http://www.iisd.ca/download/pdf/enb12646e.pdf,http://www.iisd.ca/vol12/enb12646e.html
enb12647e,2015-ADP-2-11,647,2015-10-20,http://www.iisd.ca/download/pdf/enb12647e.pdf,http://www.iisd.ca/vol12/enb12647e.html
enb12648e,2015-ADP-2-11,648,2015-10-21,http://www.iisd.ca/download/pdf/enb12648e.pdf,http://www.iisd.ca/vol12/enb12648e.html
enb12649e,2015-ADP-2-11,649,2015-10-22,http://www.iisd.ca/download/pdf/enb12649e.pdf,http://www.iisd.ca/vol12/enb12649e.html
enb12650e,2015-ADP-2-11,650,2015-10-23,http://www.iisd.ca/download/pdf/enb12650e.pdf,http://www.iisd.ca/vol12/enb12650e.html
enb12651e,2015-ADP-2-11,651,2015-10-23,http://www.iisd.ca/download/pdf/enb12651e.pdf,http://www.iisd.ca/vol12/enb12651e.html
